,Dakar-0,Dakar-1,Dakar-2,Dakar-3,Dakar-4,Dakar-5,Dakar-6,Dakar-7,Dakar-8,Dakar-9,Dakar-10,Dakar-11,Dakar-12,Dakar-13,Dakar-14,Dakar-15
31,9998.780324198,260.5668419011878,9998.647230592,260.8961855129472,261.5508638373607,260.5668419011877,261.2189373573607,9998.780324198,260.5668419011878,261.5508638373607,261.5508638373606,260.5668419011877,261.55086383736057,260.5668419011878,9998.647230592,261.5508638373607
32,9998.780324198,260.5668419011878,9998.647230592,260.5668419011878,261.5508638373607,260.5668419011877,261.2189373573607,9998.780324198,260.5668419011878,261.5508638373607,261.5508638373606,260.5668419011877,261.55086383736057,260.5668419011878,9997.793367807002,261.5508638373607
33,9998.780324198,260.5668419011878,9998.647230592,260.5668419011878,261.5508638373607,260.5668419011877,261.2189373573607,9998.780324198,260.5668419011878,261.5508638373607,261.5508638373606,260.5668419011877,261.2189373573607,260.5668419011878,9997.793367807002,261.5508638373607
34,9998.780324198,260.5668419011878,9998.647230592,260.5668419011878,261.5508638373607,260.5668419011877,261.21893735736063,9998.780324198,260.5668419011877,261.5508638373607,261.5508638373606,260.5668419011877,261.2189373573607,260.5668419011878,9997.793367807002,261.5508638373607
35,9998.780324198,260.5668419011878,9998.647230592,260.5668419011878,261.5508638373607,260.5668419011877,261.21893735736063,9998.780324198,260.5668419011877,261.5508638373607,261.5508638373606,260.5668419011877,261.21893735736063,260.5668419011878,9997.793367807002,261.5508638373607
36,9998.780324198,260.5668419011878,9998.647230592,260.5668419011877,261.5508638373607,260.5668419011877,261.21893735736063,9998.780324198,260.5668419011877,261.5508638373607,261.5508638373606,260.5668419011877,261.21893735736063,260.5668419011877,9997.793367807002,261.5508638373607
37,9998.780324198,260.5668419011878,9998.647230592,260.5668419011877,261.5508638373607,260.5668419011877,261.21893735736063,9998.780324198,260.5668419011877,261.5508638373607,261.5508638373606,260.5668419011877,260.8961855129472,260.5668419011877,262.20736097577407,261.5508638373607
38,9998.780324198,260.5668419011878,9998.647230592,260.5668419011877,261.5508638373607,260.5668419011877,261.21795920575164,9998.780324198,260.5668419011877,261.5508638373607,261.5508638373606,260.5668419011877,260.5668419011878,260.5668419011877,262.20736097577407,261.5508638373607
39,9998.780324198,260.5668419011878,9998.647230592,260.5668419011877,261.5508638373607,260.5668419011877,261.21795920575164,9998.780324198,260.5668419011877,261.5508638373607,261.5508638373606,260.5668419011877,260.5668419011878,260.5668419011877,262.20736097577407,261.5508638373607
40,9998.780324198,260.5668419011878,9998.647230592,260.5668419011877,261.5508638373607,260.5668419011877,261.21795920575164,9998.780324198,260.5668419011877,261.5508638373607,261.5508638373606,260.5668419011877,260.5668419011878,260.5668419011877,262.2058937483607,261.5508638373607
41,9998.780324198,260.5668419011878,9998.647230592,260.5668419011877,261.5508638373607,260.5668419011877,260.5958749192348,9998.780324198,260.5668419011877,261.5508638373607,261.5508638373606,260.5668419011877,260.5668419011878,260.5668419011877,262.2058937483607,261.5508638373607
42,9998.780324198,260.5668419011878,9998.647230592,260.5668419011877,261.5508638373607,260.5668419011877,260.5668419011878,9998.780324198,260.5668419011877,261.5508638373607,261.5508638373606,260.5668419011877,260.5668419011878,260.5668419011877,262.20589374836067,261.5508638373607
43,9998.780324198,260.5668419011877,261.5508638373607,260.5668419011877,261.5508638373607,260.5668419011877,260.5668419011878,9998.780324198,260.5668419011877,261.5508638373607,261.5508638373606,260.5668419011877,260.5668419011878,260.5668419011877,262.20589374836067,261.5508638373607
44,9998.780324198,260.5668419011877,261.5508638373607,260.5668419011877,261.5508638373607,260.5668419011877,260.5668419011878,9998.780324198,260.5668419011877,261.5508638373607,261.22040458477414,260.5668419011877,260.5668419011877,260.5668419011877,262.20589374836067,261.5508638373607
45,9998.780324198,260.5668419011877,261.5508638373607,260.5668419011877,261.5508638373607,260.5668419011877,260.5668419011878,9998.780324198,260.5668419011877,261.5508638373607,261.22040458477414,260.5668419011877,260.5668419011877,260.5668419011877,262.20589374836067,261.5508638373607
